scenario,region,year,sector,value
Low Elas.,China,2055,Effective labor,1.4705056229892397
Low Elas.,China,2060,Effective labor,1.4634409948070581
Low Elas.,China,2065,Effective labor,1.449348490413651
Low Elas.,China,2070,Effective labor,1.4272939689948685
Low Elas.,China,2075,Effective labor,1.4013099351695064
Low Elas.,China,2080,Effective labor,1.369415316535109
Low Elas.,China,2085,Effective labor,1.3349028770256541
Low Elas.,China,2090,Effective labor,1.2930829379777184
Low Elas.,China,2095,Effective labor,1.2526272247787018
Low Elas.,China,2100,Effective labor,1.211855671490662
Low Elas.,Europe,2015,Effective labor,1
Low Elas.,Europe,2020,Effective labor,1.0436999618472458
Low Elas.,Europe,2025,Effective labor,1.097349770335144
Low Elas.,Europe,2030,Effective labor,1.1325751912356856
Low Elas.,Europe,2035,Effective labor,1.1660943621276598
Low Elas.,Europe,2040,Effective labor,1.1982765456339592
Low Elas.,Europe,2045,Effective labor,1.235003584839418
Low Elas.,Europe,2050,Effective labor,1.2686040448810458
Low Elas.,Europe,2055,Effective labor,1.2981121145829848
Low Elas.,Europe,2060,Effective labor,1.3209099284326578
Low Elas.,Europe,2065,Effective labor,1.3422036932031793
Low Elas.,Europe,2070,Effective labor,1.3567167976248171
Low Elas.,Europe,2075,Effective labor,1.3753771763632683
Low Elas.,Europe,2080,Effective labor,1.3823847117378543
Low Elas.,Europe,2085,Effective labor,1.3897789707322343
Low Elas.,Europe,2090,Effective labor,1.3946877053066549
Low Elas.,Europe,2095,Effective labor,1.3974340753432253
Low Elas.,Europe,2100,Effective labor,1.3958503634546875
Low Elas.,South Asia,2015,Effective labor,1
Low Elas.,South Asia,2020,Effective labor,1.1623334508184493
Low Elas.,South Asia,2025,Effective labor,1.3209146794968645
Low Elas.,South Asia,2030,Effective labor,1.4486233200389458
Low Elas.,South Asia,2035,Effective labor,1.5632925662780535
Low Elas.,South Asia,2040,Effective labor,1.674046886498286
Low Elas.,South Asia,2045,Effective labor,1.7801578802911397
Low Elas.,South Asia,2050,Effective labor,1.873036932679173
Low Elas.,South Asia,2055,Effective labor,1.943487519361432
Low Elas.,South Asia,2060,Effective labor,2.0025953913414507
Low Elas.,South Asia,2065,Effective labor,2.052705261374413
Low Elas.,South Asia,2070,Effective labor,2.0922598158403676
Low Elas.,South Asia,2075,Effective labor,2.122190393952455
Low Elas.,South Asia,2080,Effective labor,2.141027614600143
Low Elas.,South Asia,2085,Effective labor,2.1523576156674884
Low Elas.,South Asia,2090,Effective labor,2.1570510582578586
Low Elas.,South Asia,2095,Effective labor,2.156163737659781
Low Elas.,South Asia,2100,Effective labor,2.1502287158704902
Low Elas.,Latin America,2015,Effective labor,1
Low Elas.,Latin America,2020,Effective labor,1.030392818520769
Low Elas.,Latin America,2025,Effective labor,1.1017815694658135
Low Elas.,Latin America,2030,Effective labor,1.1811163301217793
Low Elas.,Latin America,2035,Effective labor,1.2546568428633733
Low Elas.,Latin America,2040,Effective labor,1.324484976684125
Low Elas.,Latin America,2045,Effective labor,1.3964940306315263
Low Elas.,Latin America,2050,Effective labor,1.4595122327143812
Low Elas.,Latin America,2055,Effective labor,1.513051792590563
Low Elas.,Latin America,2060,Effective labor,1.557149623767285
Low Elas.,Latin America,2065,Effective labor,1.5986028320996764
Low Elas.,Latin America,2070,Effective labor,1.6311179203876154
Low Elas.,Latin America,2075,Effective labor,1.6598433549864762
Low Elas.,Latin America,2080,Effective labor,1.6825252418588241
Low Elas.,Latin America,2085,Effective labor,1.7050072889217547
Low Elas.,Latin America,2090,Effective labor,1.7242872624666752
Low Elas.,Latin America,2095,Effective labor,1.743762682679268
Low Elas.,Latin America,2100,Effective labor,1.7583057554520283
Low Elas.,Middle East,2015,Effective labor,1
Low Elas.,Middle East,2020,Effective labor,1.0829349651826732
Low Elas.,Middle East,2025,Effective labor,1.1668631899666515
Low Elas.,Middle East,2030,Effective labor,1.3451072482941973
Low Elas.,Middle East,2035,Effective labor,1.5142919618114008
Low Elas.,Middle East,2040,Effective labor,1.6790964395005437
Low Elas.,Middle East,2045,Effective labor,1.8387366494829418
Low Elas.,Middle East,2050,Effective labor,1.9746026251512043
Low Elas.,Middle East,2055,Effective labor,2.0779002288213904
Low Elas.,Middle East,2060,Effective labor,2.156744243696086
Low Elas.,Middle East,2065,Effective labor,2.2374037746725595
Low Elas.,Middle East,2070,Effective labor,2.30647595899951
Low Elas.,Middle East,2075,Effective labor,2.3714541234624846
Low Elas.,Middle East,2080,Effective labor,2.426396381713776
Low Elas.,Middle East,2085,Effective labor,2.4809174038417
Low Elas.,Middle East,2090,Effective labor,2.528789457812588
Low Elas.,Middle East,2095,Effective labor,2.5851221641430615
Low Elas.,Middle East,2100,Effective labor,2.638010177604014
Low Elas.,North America,2015,Effective labor,1
Low Elas.,North America,2020,Effective labor,1.052611624003815
Low Elas.,North America,2025,Effective labor,1.0931966057273403
Low Elas.,North America,2030,Effective labor,1.1310256286958937
Low Elas.,North America,2035,Effective labor,1.1566749421542386
Low Elas.,North America,2040,Effective labor,1.1738349222165019
Low Elas.,North America,2045,Effective labor,1.192399244435782
Low Elas.,North America,2050,Effective labor,1.2086243879964345
Low Elas.,North America,2055,Effective labor,1.2285021130727538
Low Elas.,North America,2060,Effective labor,1.2443976552645424
Low Elas.,North America,2065,Effective labor,1.2592891661011503
Low Elas.,North America,2070,Effective labor,1.266614218562518
Low Elas.,North America,2075,Effective labor,1.2747805452278769
Low Elas.,North America,2080,Effective labor,1.2756603426804514
Low Elas.,North America,2085,Effective labor,1.278542105774321
Low Elas.,North America,2090,Effective labor,1.278260817917757
Low Elas.,North America,2095,Effective labor,1.278996045773185
Low Elas.,North America,2100,Effective labor,1.274948067001272
Low Elas.,Pacific OECD,2015,Effective labor,1
Low Elas.,Pacific OECD,2020,Effective labor,1.0491550480233047
Low Elas.,Pacific OECD,2025,Effective labor,1.0663001921279427
Low Elas.,Pacific OECD,2030,Effective labor,1.0779233425094368
Low Elas.,Pacific OECD,2035,Effective labor,1.084291169877592
Low Elas.,Pacific OECD,2040,Effective labor,1.0921718539400536
Low Elas.,Pacific OECD,2045,Effective labor,1.0968708156305622
Low Elas.,Pacific OECD,2050,Effective labor,1.0940964280309822
Low Elas.,Pacific OECD,2055,Effective labor,1.0885727248446653
Low Elas.,Pacific OECD,2060,Effective labor,1.0788256371465104
Low Elas.,Pacific OECD,2065,Effective labor,1.0678380818112716
Low Elas.,Pacific OECD,2070,Effective labor,1.0509695337386942
Low Elas.,Pacific OECD,2075,Effective labor,1.034154709370592
Low Elas.,Pacific OECD,2080,Effective labor,1.015627698461692
Low Elas.,Pacific OECD,2085,Effective labor,0.9964974602173617
Low Elas.,Pacific OECD,2090,Effective labor,0.976352755548448
Low Elas.,Pacific OECD,2095,Effective labor,0.9570442232549989
Low Elas.,Pacific OECD,2100,Effective labor,0.935895858789289
Low Elas.,Reforming,2015,Effective labor,1
Low Elas.,Reforming,2020,Effective labor,1.1195138605533184
Low Elas.,Reforming,2025,Effective labor,1.2364216794955536
Low Elas.,Reforming,2030,Effective labor,1.3444454999140119
Low Elas.,Reforming,2035,Effective labor,1.4359872554688613
Low Elas.,Reforming,2040,Effective labor,1.5207309665590678
Low Elas.,Reforming,2045,Effective labor,1.5932892890919463
Low Elas.,Reforming,2050,Effective labor,1.6462244633616354
Low Elas.,Reforming,2055,Effective labor,1.6863724296097602
Low Elas.,Reforming,2060,Effective labor,1.7146628902734924
Low Elas.,Reforming,2065,Effective labor,1.740712927455681
Low Elas.,Reforming,2070,Effective labor,1.7544950154597587
Low Elas.,Reforming,2075,Effective labor,1.7680793045045458
Low Elas.,Reforming,2080,Effective labor,1.7780081800261462
Low Elas.,Reforming,2085,Effective labor,1.788518700410794
Low Elas.,Reforming,2090,Effective labor,1.794668456755524
Low Elas.,Reforming,2095,Effective labor,1.8007606019040396
Low Elas.,Reforming,2100,Effective labor,1.793857982894335
Low Elas.,Rest of Asia,2015,Effective labor,1
Low Elas.,Rest of Asia,2020,Effective labor,1.1093281108172164
Low Elas.,Rest of Asia,2025,Effective labor,1.2208548657059015
Low Elas.,Rest of Asia,2030,Effective labor,1.3117800105582107
Low Elas.,Rest of Asia,2035,Effective labor,1.3912698721942587
Low Elas.,Rest of Asia,2040,Effective labor,1.464817492721961
Low Elas.,Rest of Asia,2045,Effective labor,1.5365087983585524
Low Elas.,Rest of Asia,2050,Effective labor,1.6004655238279404
Low Elas.,Rest of Asia,2055,Effective labor,1.6444316774672239
Low Elas.,Rest of Asia,2060,Effective labor,1.6786759064152663
Low Elas.,Rest of Asia,2065,Effective labor,1.707212417449185
Low Elas.,Rest of Asia,2070,Effective labor,1.7270287963867728
Low Elas.,Rest of Asia,2075,Effective labor,1.7410178238471963
Low Elas.,Rest of Asia,2080,Effective labor,1.7487514527179961
Low Elas.,Rest of Asia,2085,Effective labor,1.7528034345681789
Low Elas.,Rest of Asia,2090,Effective labor,1.7508969288234097
Low Elas.,Rest of Asia,2095,Effective labor,1.7476421715634476
Low Elas.,Rest of Asia,2100,Effective labor,1.7409161790133016
Evolving,Africa,2015,Effective labor,1
Evolving,Africa,2020,Effective labor,1.13113364596629
Evolving,Africa,2025,Effective labor,1.329659617817389
Evolving,Africa,2030,Effective labor,1.5855096328220208
Evolving,Africa,2035,Effective labor,1.8510567802383782
Evolving,Africa,2040,Effective labor,2.1359612821930027
Evolving,Africa,2045,Effective labor,2.4352777789238096
Evolving,Africa,2050,Effective labor,2.7452625579029943
Evolving,Africa,2055,Effective labor,3.0517151421135202
Evolving,Africa,2060,Effective labor,3.355681018800415
Evolving,Africa,2065,Effective labor,3.6649559945689023
Evolving,Africa,2070,Effective labor,3.9640366564144975
Evolving,Africa,2075,Effective labor,4.251238328204003
Evolving,Africa,2080,Effective labor,4.514750663385209
Evolving,Africa,2085,Effective labor,4.756633895358719
Evolving,Africa,2090,Effective labor,4.969200728889909
Evolving,Africa,2095,Effective labor,5.158069648701444
Evolving,Africa,2100,Effective labor,5.325389418116416
Evolving,China,2015,Effective labor,1
Evolving,China,2020,Effective labor,1.127365580577728
Evolving,China,2025,Effective labor,1.242146795543221
Evolving,China,2030,Effective labor,1.3217111611495564
Evolving,China,2035,Effective labor,1.372246121893695
Evolving,China,2040,Effective labor,1.4059168643167959
Evolving,China,2045,Effective labor,1.4244066431743487
Evolving,China,2050,Effective labor,1.432191163965827
Evolving,China,2055,Effective labor,1.4323889595780444
Evolving,China,2060,Effective labor,1.4245439698183653
Evolving,China,2065,Effective labor,1.4117243882522723
Evolving,China,2070,Effective labor,1.3928410384876397
Evolving,China,2075,Effective labor,1.3707236482050025
Evolving,China,2080,Effective labor,1.3441957365446082
Evolving,China,2085,Effective labor,1.315335432631583
Evolving,China,2090,Effective labor,1.284546854409904
Evolving,China,2095,Effective labor,1.2537897699250315
Evolving,China,2100,Effective labor,1.2230562933620548
Evolving,Europe,2015,Effective labor,1
Evolving,Europe,2020,Effective labor,1.0489860988317032
Evolving,Europe,2025,Effective labor,1.1113700029592124
Evolving,Europe,2030,Effective labor,1.1547421018235744
Evolving,Europe,2035,Effective labor,1.1965963602793093
Evolving,Europe,2040,Effective labor,1.2376785745836265
Evolving,Europe,2045,Effective labor,1.2821265237625556
Evolving,Europe,2050,Effective labor,1.3236856856178425
Evolving,Europe,2055,Effective labor,1.3597568847796997
Evolving,Europe,2060,Effective labor,1.3891400807959242
Evolving,Europe,2065,Effective labor,1.4157153374296179
Evolving,Europe,2070,Effective labor,1.4356333748724188
Evolving,Europe,2075,Effective labor,1.4589342681860018
Evolving,Europe,2080,Effective labor,1.4717678178766915
Evolving,Europe,2085,Effective labor,1.4831090537826643
Evolving,Europe,2090,Effective labor,1.491055333684915
Evolving,Europe,2095,Effective labor,1.496892308487931
Evolving,Europe,2100,Effective labor,1.4988685207745254
Evolving,South Asia,2015,Effective labor,1
Evolving,South Asia,2020,Effective labor,1.1554914706559725
Evolving,South Asia,2025,Effective labor,1.3101669947006225
Evolving,South Asia,2030,Effective labor,1.4392089231000567
Evolving,South Asia,2035,Effective labor,1.5568841076741446
Evolving,South Asia,2040,Effective labor,1.6705676695204736
Evolving,South Asia,2045,Effective labor,1.7790996569807318
Evolving,South Asia,2050,Effective labor,1.877477315733721
Evolving,South Asia,2055,Effective labor,1.9525377472732761
Evolving,South Asia,2060,Effective labor,2.0161515334873723
Evolving,South Asia,2065,Effective labor,2.0696944333509255
Evolving,South Asia,2070,Effective labor,2.112360695239211
